Id,Active_cust,estimated_income,months_on_network,complaints_count,plan_changes_count,relocated_new_place,monthly_bill_avg,CSAT_Survay_Score,high_talktime_flag,internet_time
44813,Yes,51466,74,2,4,No,196.43,3,No,46
44814,Yes,90554,88,0,2,No,199.63,5,No,148
44815,Yes,76714,71,2,1,No,41.07,2,No,24
44816,Yes,84853,27,1,0,No,94.21,1,Yes,44
44817,Yes,61707,110,1,0,Yes,130.83,4,No,73
44818,Yes,68965,55,0,3,No,111.94,1,No,155
44819,Yes,83353,12,1,0,No,65.68,5,Yes,180
44820,Yes,72318,111,0,4,No,189.92,3,Yes,212
44821,Yes,79167,85,0,0,No,163.38,4,Yes,134
44822,Yes,51384,4,0,2,No,71.8,4,No,60
44823,Yes,82155,117,1,2,No,128.07,4,Yes,198
44824,No,53301,96,0,4,No,165.17,3,No,127
44825,Yes,106720,105,1,3,No,116.27,3,No,139
44826,No,68897,33,0,2,No,168.29,2,Yes,95
44827,No,87092,117,1,3,No,143.8,4,No,119
44828,Yes,56161,68,4,1,No,177.28,3,No,209
44829,No,60711,95,0,4,No,84.04,5,No,50
44830,Yes,59728,76,0,3,No,199.69,2,No,131
44831,Yes,29795,96,0,1,No,151.44,4,Yes,168
44832,Yes,20000,5,0,2,No,69.28,2,No,106
44833,Yes,59235,107,2,4,No,165.78,1,Yes,210
44834,Yes,27232,1,2,0,No,164.38,5,Yes,188
44835,Yes,70721,51,1,1,No,60.01,4,No,159
44836,Yes,61818,14,0,1,No,107.34,4,Yes,149
44837,Yes,20000,104,2,1,No,156.52,4,No,27
44838,Yes,54352,37,1,0,No,121.5,3,No,91
44839,Yes,64500,98,3,2,Yes,65.18,2,Yes,62
44840,No,93223,40,0,0,No,97.69,1,Yes,59
44841,Yes,55863,64,0,3,No,50.0,1,Yes,158
44842,Yes,32168,114,1,3,No,50.72,5,Yes,95
44843,Yes,29609,36,0,0,No,50.79,5,Yes,159
44844,Yes,54571,66,1,1,No,42.63,5,No,87
44845,Yes,45298,37,0,1,No,186.92,2,No,125
44846,No,60871,100,0,4,No,39.33,5,Yes,190
44847,Yes,68413,9,1,3,No,76.01,3,No,196
44848,No,75734,107,1,4,Yes,153.4,3,No,23
44849,No,76321,97,0,2,No,113.6,2,No,190
44850,Yes,52998,55,1,0,No,173.42,1,No,86
44851,No,77588,97,1,0,No,50.12,1,Yes,146
44852,Yes,34447,57,2,3,No,166.22,4,No,11
44853,No,67730,9,1,0,No,45.14,3,Yes,180
44854,Yes,69265,49,0,1,No,187.77,3,No,14
44855,Yes,67512,85,2,1,No,169.81,3,No,30
44856,No,44271,114,0,1,No,35.77,2,Yes,58
44857,Yes,46446,97,1,0,Yes,82.2,4,No,161
44858,No,77930,97,3,2,No,83.49,5,No,115
44859,Yes,56638,40,0,4,No,142.16,2,Yes,151
44860,Yes,76794,13,0,2,No,165.31,2,No,34
44861,Yes,52822,88,0,1,No,66.34,3,No,1
44862,No,122062,86,0,1,No,103.63,3,No,223
44863,Yes,59410,104,1,1,Yes,180.26,2,No,189
44864,Yes,88878,65,0,1,No,136.42,2,No,161
44865,Yes,112530,33,0,4,No,82.9,5,No,216
44866,No,87211,98,1,3,No,141.42,3,No,43
44867,Yes,57935,57,1,4,No,173.55,3,No,17
44868,Yes,63049,23,2,2,No,184.21,2,No,167
44869,Yes,20000,79,0,1,No,92.64,1,Yes,100
44870,Yes,20000,84,1,2,No,42.69,1,Yes,12
44871,No,64652,80,1,2,No,166.72,4,Yes,237
44872,Yes,53358,95,0,4,No,190.32,4,Yes,190
44873,No,42639,13,0,0,No,95.23,5,Yes,198
44874,Yes,65681,91,1,4,No,96.42,4,No,118
44875,Yes,53215,96,3,2,No,124.5,3,No,142
44876,Yes,45579,70,0,0,No,153.63,1,No,155
44877,No,85083,62,1,1,Yes,105.3,5,No,114
44878,Yes,39213,13,2,2,No,71.51,3,No,30
44879,Yes,78944,5,0,2,No,188.11,5,Yes,122
44880,Yes,69796,10,1,4,No,148.89,1,No,83
44881,No,92319,26,1,0,No,84.91,3,Yes,135
44882,Yes,55516,53,0,4,No,186.46,2,No,106
44883,No,38077,89,1,1,No,35.29,3,No,16
44884,Yes,52305,52,3,2,No,112.04,5,Yes,151
44885,Yes,64175,97,1,1,No,131.02,1,Yes,41
44886,Yes,84754,24,0,4,No,176.61,1,Yes,193
44887,Yes,81108,35,0,4,No,57.11,5,Yes,94
44888,No,60651,17,0,3,No,108.46,3,No,104
44889,Yes,63458,114,0,4,No,66.02,5,Yes,237
44890,Yes,78949,91,1,1,No,94.74,3,Yes,29
44891,Yes,86105,55,1,2,No,42.22,1,No,32
44892,Yes,71537,9,1,4,No,73.81,4,No,108
44893,No,70762,99,0,4,No,189.14,4,Yes,4
44894,No,69760,50,0,0,No,121.99,3,No,23
44895,Yes,70384,114,0,4,No,98.33,2,No,111
44896,Yes,70407,105,1,2,No,47.49,2,No,116
44897,Yes,45060,37,1,3,No,152.58,3,Yes,16
44898,No,32636,105,1,4,No,58.75,5,No,151
44899,No,47460,110,1,3,No,170.44,2,Yes,86
44900,No,55710,72,0,1,Yes,72.1,2,No,180
44901,Yes,78144,102,0,2,No,107.21,5,No,116
44902,Yes,59581,20,2,3,No,31.84,3,No,61
44903,Yes,69058,89,1,0,No,178.19,5,Yes,196
44904,Yes,66408,98,2,2,No,179.15,1,Yes,9
44905,Yes,74926,32,0,0,No,107.27,1,No,5
44906,Yes,56437,24,0,4,No,148.94,2,Yes,116
44907,Yes,50484,66,1,2,No,89.8,5,Yes,42
44908,Yes,32052,18,1,0,No,131.15,4,Yes,28
44909,Yes,71646,75,0,2,No,139.51,3,Yes,109
44910,Yes,20000,55,0,1,No,75.28,5,Yes,165
44911,No,68270,93,0,1,No,79.69,5,Yes,150
44912,Yes,82774,97,0,0,No,165.2,4,Yes,118
44913,No,62010,47,1,2,No,86.81,3,Yes,122
44914,Yes,72305,40,0,3,No,93.0,4,Yes,101
44915,No,56384,51,0,4,No,38.13,5,Yes,116
44916,Yes,64885,7,0,0,Yes,106.85,2,No,26
44917,Yes,61766,105,0,0,No,33.62,2,Yes,138
44918,Yes,78896,46,0,0,No,96.89,3,Yes,96
44919,No,59311,77,1,1,No,83.44,2,Yes,136
44920,Yes,41234,74,0,1,No,178.71,4,Yes,76
44921,Yes,71531,108,1,0,No,128.36,3,No,42
44922,No,62455,39,0,1,No,76.93,3,Yes,63
44923,Yes,51056,44,1,0,Yes,64.72,1,No,196
44924,Yes,77923,107,1,0,Yes,63.48,3,Yes,33
44925,No,104931,60,0,4,No,85.77,5,Yes,6
44926,No,74425,54,0,2,No,99.67,2,No,181
44927,Yes,80934,71,0,3,No,35.98,1,No,215
44928,No,68033,43,1,0,No,54.2,3,No,86
44929,Yes,93596,120,0,4,No,108.29,4,Yes,31
44930,Yes,78047,18,0,1,Yes,165.17,4,Yes,187
44931,No,53865,84,2,4,No,83.46,3,No,3
44932,Yes,76928,82,0,0,Yes,123.13,5,Yes,2
44933,Yes,73633,96,1,2,No,62.09,5,Yes,165
44934,No,57098,21,2,1,No,124.38,3,No,209
44935,Yes,89859,104,2,3,Yes,176.74,1,No,43
44936,Yes,39704,62,0,4,No,175.25,3,Yes,218
44937,Yes,72441,112,0,0,No,82.52,2,No,189
44938,Yes,56367,119,1,1,No,104.01,2,No,42
44939,Yes,32871,2,1,4,No,162.38,3,No,154
44940,Yes,67343,101,0,1,No,64.8,4,No,172
44941,No,56727,72,1,2,No,112.75,3,No,49
44942,No,53320,104,1,3,No,34.96,2,No,205
44943,Yes,43805,94,1,1,No,73.88,5,No,115
44944,Yes,105203,113,0,0,No,63.34,2,Yes,118
44945,Yes,20000,47,0,2,No,144.88,4,No,5
44946,Yes,21763,26,0,0,No,109.27,3,No,224
44947,Yes,75456,19,1,1,No,98.57,4,No,124
44948,Yes,74260,49,0,4,No,107.79,4,Yes,131
44949,Yes,37211,10,3,2,Yes,32.31,2,No,237
44950,Yes,53037,100,1,1,No,183.82,3,Yes,75
44951,No,77537,16,2,0,No,93.41,2,No,169
44952,Yes,59489,49,0,4,Yes,70.45,5,Yes,113
44953,Yes,80923,27,0,2,No,187.01,1,Yes,177
44954,Yes,64088,109,2,1,No,86.76,1,Yes,172
44955,Yes,54557,49,0,2,No,98.15,3,No,140
44956,Yes,35844,2,1,3,No,46.88,3,No,200
44957,Yes,63691,66,1,1,No,142.09,2,Yes,180
44958,Yes,52175,85,3,3,No,167.03,4,No,35
44959,No,84908,15,2,4,No,195.13,4,No,148
44960,No,84106,9,2,3,No,55.46,2,No,107
44961,Yes,60091,53,2,1,No,131.45,1,Yes,149
44962,Yes,64272,65,0,3,No,161.35,1,Yes,229
44963,Yes,57578,48,1,4,No,35.53,2,Yes,5
44964,Yes,54382,45,1,2,No,164.83,5,No,56
44965,Yes,43590,108,0,2,No,108.71,5,Yes,43
44966,Yes,66350,75,0,1,Yes,135.75,2,No,138
44967,Yes,59198,99,0,4,No,113.76,2,No,114
44968,Yes,94800,55,0,4,No,163.79,4,Yes,0
44969,Yes,57949,13,1,1,No,39.74,1,No,131
44970,Yes,113114,104,1,0,No,36.99,4,No,84
44971,No,101149,117,1,0,No,34.58,4,Yes,151
44972,No,50606,15,1,0,No,41.97,3,Yes,61
44973,Yes,63493,74,1,0,No,125.41,2,Yes,62
44974,Yes,33938,38,0,2,No,44.86,3,No,205
44975,Yes,56599,59,0,4,No,166.91,2,No,198
44976,Yes,72487,40,0,3,No,168.86,1,No,106
44977,Yes,69111,22,0,4,No,194.32,1,Yes,140
44978,Yes,48840,28,1,3,No,177.41,5,No,102
44979,Yes,63471,10,2,1,Yes,174.91,3,No,57
44980,Yes,75011,9,2,4,No,38.26,1,No,113
44981,No,62448,100,1,3,No,83.59,4,Yes,194
44982,Yes,91972,63,0,2,Yes,152.38,1,No,192
44983,Yes,63213,107,1,2,No,162.8,2,Yes,66
44984,Yes,33251,15,1,1,No,45.03,1,No,204
44985,Yes,32984,14,1,3,No,47.05,1,Yes,11
44986,Yes,57486,119,0,1,No,96.11,4,No,148
44987,No,41207,55,1,0,No,161.26,2,Yes,29
44988,No,32616,62,0,4,No,88.79,1,No,237
44989,Yes,56461,24,0,1,No,88.26,2,No,130
44990,Yes,80935,33,0,1,No,186.56,4,Yes,235
44991,Yes,55730,67,0,0,No,35.92,4,Yes,130
44992,No,71608,75,2,3,No,79.61,5,No,100
44993,No,93743,79,1,0,No,72.85,2,Yes,138
44994,Yes,72662,85,4,2,No,44.32,2,Yes,55
44995,No,46345,57,0,0,No,84.78,1,No,150
44996,Yes,64506,5,2,4,No,193.27,5,No,61
44997,Yes,56244,32,1,2,No,134.8,4,Yes,136
44998,Yes,75057,18,1,1,No,32.03,5,No,130
44999,Yes,68730,111,1,3,No,68.09,2,Yes,146
45000,No,59345,14,0,3,No,134.21,1,No,99
45001,Yes,66597,110,1,4,No,53.8,3,Yes,142
45002,No,58595,91,1,0,No,46.71,2,No,207
45003,No,33044,79,1,2,No,82.46,4,Yes,93
45004,No,26216,38,1,0,No,154.98,1,No,174
45005,Yes,82479,116,1,4,No,135.06,4,Yes,51
45006,No,85556,43,2,4,No,113.8,1,Yes,217
45007,Yes,68736,115,1,4,No,36.18,1,No,186
45008,No,83855,59,0,4,No,182.78,5,No,227
45009,Yes,99304,45,0,4,No,96.11,4,No,214
45010,Yes,55966,70,0,2,No,179.19,3,Yes,195
45011,No,50364,108,2,1,Yes,178.12,3,Yes,34
45012,No,79701,88,0,4,No,49.15,4,No,13
45013,No,92947,35,1,3,No,147.55,2,Yes,163
45014,Yes,51544,75,1,1,No,60.66,2,No,124
45015,Yes,94492,33,1,3,No,149.37,3,Yes,33
45016,Yes,57438,99,0,3,No,199.78,5,No,169
45017,Yes,69494,66,2,0,No,60.83,4,Yes,173
45018,Yes,57739,114,0,4,No,40.89,1,No,68
45019,Yes,69996,57,1,1,No,91.5,4,No,216
45020,No,43996,104,1,3,No,89.18,5,Yes,25
45021,No,85579,111,1,2,No,52.99,1,Yes,231
45022,Yes,32294,11,2,4,No,68.88,3,No,98
45023,Yes,46314,40,1,3,No,116.03,1,No,145
45024,Yes,90935,110,1,0,No,117.31,5,Yes,220
45025,Yes,110260,19,1,2,No,104.1,1,No,147
45026,No,54433,24,1,1,No,188.33,5,Yes,155
45027,Yes,95679,92,0,3,No,68.51,5,No,219
45028,Yes,90864,93,0,1,No,105.42,4,Yes,128
45029,Yes,73155,91,1,1,No,58.31,4,Yes,197
45030,No,55401,18,1,4,No,115.07,4,No,56
45031,No,93064,48,0,3,No,110.27,3,No,64
45032,No,61235,1,2,3,No,157.84,3,No,71
45033,Yes,74301,20,0,2,No,76.5,4,Yes,222
45034,Yes,21763,62,0,3,No,156.23,2,Yes,100
45035,Yes,56942,12,0,3,No,197.35,2,No,233
45036,Yes,52786,47,1,1,Yes,133.89,1,No,162
45037,Yes,67523,40,2,1,No,167.67,5,No,156
45038,No,58727,77,2,1,No,127.61,5,No,189
45039,Yes,54838,30,0,1,No,184.31,3,Yes,35
45040,Yes,64921,80,1,2,No,85.27,4,No,119
45041,No,49503,75,2,1,No,192.83,4,Yes,240
45042,Yes,31878,108,0,0,Yes,83.5,4,No,61
45043,Yes,56059,115,0,3,Yes,175.79,2,Yes,197
45044,Yes,60468,79,0,3,No,192.17,2,No,1
45045,No,80012,22,3,2,No,30.7,3,No,98
45046,Yes,60888,79,1,0,No,113.1,4,Yes,94
45047,Yes,72802,84,3,0,No,162.23,2,Yes,113
45048,No,50529,44,0,1,No,31.25,2,No,114
45049,Yes,64644,37,1,2,Yes,102.34,3,No,143
45050,No,30387,107,0,2,No,106.85,2,No,110
45051,Yes,52438,74,2,2,No,165.91,4,No,124
45052,Yes,20000,11,2,3,No,183.11,5,No,22
45053,Yes,41186,89,1,3,No,105.79,1,No,23
45054,Yes,39529,89,2,1,No,49.24,2,Yes,80
45055,Yes,77305,97,1,0,No,199.35,4,No,66
45056,Yes,72041,15,0,0,No,48.85,2,Yes,104
45057,Yes,86364,14,1,4,No,100.7,1,Yes,227
45058,Yes,38606,69,2,2,No,68.0,4,Yes,128
45059,Yes,81431,9,3,0,No,183.14,5,No,83
45060,No,53461,111,0,1,No,83.1,1,Yes,149
45061,Yes,100884,45,0,1,No,137.35,2,No,130
45062,Yes,61427,82,0,4,No,50.78,4,Yes,10
45063,Yes,97107,5,1,0,No,166.67,3,No,43
45064,Yes,122529,97,1,0,No,85.0,4,Yes,191
45065,No,73467,10,0,4,No,83.4,3,Yes,146
45066,No,100634,2,0,2,Yes,69.26,3,Yes,5
45067,No,58378,11,0,0,No,111.47,2,No,234
45068,Yes,91228,32,1,3,Yes,192.35,2,Yes,177
45069,Yes,63723,30,1,4,No,76.04,2,Yes,229
45070,Yes,76339,39,0,1,No,162.85,2,No,127
45071,Yes,75094,54,0,0,No,97.4,2,No,109
45072,No,61464,25,1,2,No,98.02,5,No,165
45073,No,35340,96,2,2,Yes,132.49,1,No,219
45074,Yes,37869,105,1,1,No,111.0,4,No,136
45075,Yes,88208,72,0,2,No,150.65,1,Yes,109
45076,Yes,68743,104,0,3,Yes,195.6,4,No,129
45077,No,84445,114,1,3,No,87.94,2,Yes,111
45078,Yes,54974,119,0,4,No,53.88,3,No,145
45079,Yes,58052,93,1,3,Yes,33.08,2,No,95
45080,No,57848,6,1,0,No,39.94,2,Yes,134
45081,No,31608,9,0,1,No,190.89,2,No,226
45082,Yes,58078,39,0,3,No,166.33,2,No,82
45083,Yes,58710,17,1,1,No,197.35,1,Yes,2
45084,No,64798,41,0,2,No,143.95,3,Yes,87
45085,Yes,59975,80,2,4,No,79.76,2,No,22
45086,No,92246,27,0,4,No,55.24,3,Yes,76
45087,Yes,53379,6,0,3,No,164.48,2,No,5
45088,No,81743,25,2,3,No,159.39,4,No,27
45089,No,71013,13,2,4,No,116.24,3,No,107
45090,No,65621,66,0,3,No,116.66,1,No,54
45091,Yes,80032,111,2,0,No,78.87,3,No,48
45092,Yes,58233,32,0,1,No,111.79,1,Yes,68
45093,Yes,54520,7,1,2,No,169.38,4,No,182
45094,No,57775,96,1,2,No,59.34,3,No,175
45095,Yes,69126,38,0,1,No,135.33,2,No,75
45096,Yes,28312,42,0,2,No,167.1,1,Yes,170
45097,Yes,61653,28,0,1,No,57.35,2,No,10
45098,No,78853,7,1,4,No,120.68,4,No,108
45099,No,64512,36,0,2,No,136.48,5,No,170
45100,No,67359,23,1,2,No,171.43,4,Yes,171
45101,Yes,74217,115,0,3,No,185.89,5,Yes,126
45102,No,66765,115,0,2,No,146.76,4,No,16
45103,Yes,32530,13,2,0,No,112.49,1,No,201
45104,No,94165,76,1,2,No,150.5,4,No,154
45105,Yes,117277,112,1,0,No,117.04,2,No,191
45106,Yes,95497,69,1,4,No,64.44,4,No,238
45107,Yes,60723,44,2,2,No,77.5,3,No,203
45108,Yes,47286,70,1,1,No,153.17,2,Yes,204
45109,Yes,95276,107,0,4,No,143.07,3,No,52
45110,Yes,67857,109,2,2,No,78.11,2,Yes,153
45111,Yes,83596,84,0,4,No,152.32,3,Yes,200
45112,Yes,45159,66,0,0,No,104.71,2,Yes,139
45113,Yes,75227,37,0,4,No,104.58,1,Yes,18
45114,No,72745,119,1,2,No,193.42,5,No,189
45115,No,92697,85,1,0,No,53.86,2,No,17
45116,No,81362,76,1,0,Yes,71.73,3,No,161
45117,Yes,68346,51,0,3,No,160.92,3,No,12
45118,No,102838,57,0,4,No,119.37,3,No,236
45119,No,59627,35,2,0,No,52.11,4,Yes,158
45120,Yes,95679,30,0,0,Yes,148.38,2,No,224
45121,Yes,76306,28,0,2,No,73.53,1,No,223
45122,Yes,79838,13,1,2,No,102.13,5,No,212
45123,Yes,124469,120,1,4,No,116.64,3,No,120
45124,No,22172,40,0,0,No,173.31,3,No,26
45125,Yes,37214,13,1,4,No,85.1,3,No,29
45126,Yes,88491,50,1,2,No,123.07,3,Yes,96
45127,Yes,83307,56,0,2,No,138.39,2,No,127
45128,Yes,67565,4,0,1,No,46.55,5,No,99
45129,No,87393,1,1,1,No,131.03,4,Yes,110
45130,Yes,42660,81,1,4,No,151.63,3,No,216
45131,Yes,104107,16,1,4,No,169.41,3,No,152
45132,Yes,92733,116,3,2,No,102.88,2,No,183
45133,Yes,98708,119,0,2,No,139.08,2,No,27
45134,No,33528,61,1,0,Yes,58.26,2,No,26
45135,No,86343,56,1,2,No,166.07,5,Yes,50
45136,Yes,65031,39,1,4,No,196.03,3,No,135
45137,Yes,112757,5,0,2,No,195.1,3,No,228
45138,Yes,70226,91,0,4,No,100.1,5,No,94
45139,Yes,47243,18,0,3,No,108.89,4,Yes,115
45140,Yes,76675,91,0,1,No,39.76,5,No,191
45141,Yes,31144,47,0,3,No,143.73,5,No,125
45142,No,86151,25,0,1,No,41.26,3,No,155
45143,Yes,56496,67,0,1,No,180.43,4,Yes,85
45144,No,61428,110,0,0,No,130.38,1,No,235
45145,Yes,69981,46,0,4,Yes,149.4,1,No,74
45146,Yes,58735,95,1,3,No,68.68,4,Yes,7
45147,Yes,97549,79,1,1,No,198.95,3,No,23
45148,Yes,59353,5,1,1,No,63.45,1,No,92
45149,Yes,75347,113,1,4,No,80.31,3,No,40
45150,No,76201,18,1,2,No,122.07,1,Yes,67
45151,Yes,65836,15,1,4,No,160.5,3,No,29
45152,Yes,49228,111,1,0,No,63.63,1,Yes,61
45153,No,20000,86,1,0,Yes,154.7,4,Yes,101
45154,Yes,87133,114,0,1,No,30.43,4,No,223
45155,Yes,44266,39,1,4,No,62.21,2,No,50
45156,No,105201,102,0,0,No,112.6,3,Yes,212
45157,Yes,52622,9,0,2,No,111.86,1,Yes,146
45158,Yes,90388,20,0,0,No,196.4,3,No,106
45159,Yes,67599,80,1,2,Yes,158.15,5,No,225
45160,Yes,96659,82,1,2,No,82.21,4,Yes,178
45161,Yes,72588,104,1,1,No,118.98,2,Yes,162
45162,No,74608,26,1,1,No,86.15,2,Yes,173
45163,Yes,41870,18,0,0,No,42.87,4,No,138
45164,Yes,80203,13,2,3,No,152.97,4,Yes,78
45165,Yes,83578,54,0,1,No,175.74,4,No,28
45166,No,68484,67,0,3,No,78.79,2,No,2
45167,No,87000,91,0,1,No,68.92,4,Yes,99
45168,Yes,73219,72,0,2,Yes,129.35,5,Yes,219
45169,No,89293,33,0,0,No,166.06,4,No,148
45170,Yes,67383,23,0,0,No,58.97,2,Yes,184
45171,Yes,87204,47,0,0,No,131.32,1,No,88
45172,No,70282,87,1,0,No,50.7,4,No,66
45173,Yes,106150,70,1,3,No,193.84,3,No,64
45174,No,58284,118,1,3,No,93.01,5,No,52
45175,Yes,63137,88,1,4,No,76.9,5,No,168
45176,No,51739,114,1,0,No,196.0,1,Yes,3
45177,Yes,57250,102,0,3,No,178.13,5,No,49
45178,No,54639,35,0,3,No,183.9,5,Yes,224
45179,Yes,106188,115,0,0,No,185.1,3,Yes,150
45180,Yes,106844,81,0,3,No,188.75,3,No,78
45181,Yes,62629,59,1,3,No,54.99,1,No,49
45182,No,93452,8,0,0,No,153.5,1,No,6
45183,Yes,61780,17,0,4,Yes,39.32,1,No,82
45184,Yes,73668,108,3,4,No,179.89,1,No,103
45185,No,95719,24,0,4,No,120.95,2,No,118
45186,Yes,60344,58,0,2,No,60.36,2,Yes,220
45187,Yes,45002,60,0,2,Yes,41.69,5,Yes,53
45188,No,74428,115,2,0,No,151.56,2,Yes,36
45189,Yes,48849,107,0,1,No,190.06,5,No,74
45190,No,65723,78,3,3,No,55.43,1,No,185
45191,Yes,71564,70,0,0,No,85.66,2,Yes,127
45192,Yes,78627,102,1,3,No,117.2,1,Yes,229
45193,Yes,78865,7,1,2,No,85.33,1,Yes,34
45194,No,71146,6,2,3,No,110.5,2,Yes,227
45195,No,82198,15,0,0,No,34.83,3,No,108
45196,Yes,96244,86,0,2,No,181.42,3,No,143
45197,Yes,82061,49,1,1,No,71.38,1,No,98
45198,Yes,86152,103,1,3,No,183.84,3,Yes,103
45199,No,47226,79,0,1,No,98.79,4,No,229
45200,Yes,69567,36,2,2,No,197.01,1,Yes,35
45201,Yes,73413,34,1,1,No,103.61,5,Yes,175
45202,No,111579,83,0,1,No,188.48,2,No,174
45203,No,21191,111,1,0,No,59.07,1,Yes,197
45204,Yes,82833,24,0,1,Yes,64.94,5,No,188
45205,No,76104,43,1,0,No,152.67,1,Yes,165
45206,No,79807,49,0,4,No,77.79,2,No,89
45207,No,37834,79,0,3,No,168.65,4,Yes,11
45208,Yes,69023,87,1,4,No,146.16,3,No,175
45209,Yes,102581,102,0,3,Yes,94.79,5,No,173
45210,No,42036,98,2,0,No,145.72,1,No,32
45211,Yes,79389,103,0,3,No,62.29,1,No,225
45212,Yes,53369,114,0,4,No,120.31,2,No,0
45213,Yes,98620,67,0,4,No,183.26,4,No,57
45214,Yes,81832,12,0,1,Yes,44.14,1,Yes,63
45215,Yes,74534,108,0,3,No,67.62,2,Yes,56
45216,No,50167,79,2,0,No,112.92,4,No,75
45217,Yes,62116,76,0,4,No,89.2,3,No,54
45218,Yes,57800,2,1,0,No,159.32,2,No,172
45219,Yes,47522,72,0,3,No,117.97,1,No,146
45220,Yes,62001,106,0,1,No,64.82,3,No,209
45221,Yes,26036,86,1,3,No,70.83,5,Yes,153
45222,No,79507,23,2,2,No,72.86,5,Yes,105
45223,Yes,56714,58,1,1,No,99.73,3,No,54
45224,Yes,50913,54,0,0,No,120.33,1,Yes,17
45225,No,36318,21,0,3,No,134.9,5,No,132
45226,Yes,73379,27,0,2,No,173.24,1,No,23
45227,No,103588,99,0,4,No,39.63,3,Yes,200
45228,Yes,58975,79,1,3,No,121.72,1,Yes,66
45229,No,92497,44,0,3,No,62.68,5,No,104
45230,Yes,76593,26,1,1,No,76.76,4,No,107
45231,No,61832,42,0,0,No,139.8,1,No,74
45232,Yes,103939,41,0,2,No,101.61,4,No,202
45233,Yes,30472,115,1,1,No,183.05,3,No,7
45234,Yes,67888,14,3,4,No,71.28,3,No,83
45235,Yes,57938,25,2,4,Yes,135.79,4,Yes,43
45236,No,71366,42,1,2,No,48.28,2,Yes,27
45237,Yes,41874,55,0,3,No,129.63,2,No,63
45238,Yes,81104,37,0,3,No,117.74,4,No,166
45239,Yes,32453,64,1,1,No,48.52,3,Yes,88
45240,No,77880,13,0,2,Yes,51.53,3,Yes,33
45241,Yes,54931,101,1,4,No,187.38,4,No,59
45242,Yes,74238,85,3,2,No,33.08,4,Yes,198
45243,Yes,50889,77,1,2,No,39.88,2,Yes,34
45244,No,47964,21,0,3,No,144.2,5,No,221
45245,Yes,96765,118,0,3,No,104.8,3,Yes,172
45246,Yes,99046,101,0,4,No,185.51,4,No,182
45247,Yes,42111,17,1,0,No,98.03,1,Yes,22
45248,Yes,68180,75,0,2,No,133.82,5,No,184
45249,Yes,80474,53,1,0,No,73.31,4,No,38
45250,Yes,63679,58,3,2,No,57.13,4,No,40
45251,No,64355,89,1,2,No,157.57,2,No,20
45252,No,79455,38,0,1,No,172.24,5,Yes,34
45253,No,75932,10,1,3,No,193.51,4,No,143
45254,Yes,56020,42,0,2,No,153.6,1,No,47
45255,No,75532,33,0,2,No,93.51,1,No,200
45256,Yes,59724,6,0,4,No,52.77,5,No,79
45257,Yes,57898,97,1,4,No,188.21,1,Yes,15
45258,Yes,50268,23,0,0,No,116.23,5,No,178
45259,Yes,50328,111,0,0,No,183.86,3,No,4
45260,Yes,70175,91,0,1,No,54.5,1,Yes,47
45261,Yes,34396,96,1,3,No,153.88,5,Yes,188
45262,Yes,33834,97,1,4,Yes,164.57,1,No,125
45263,Yes,61640,99,2,0,No,44.07,4,Yes,70
45264,Yes,65075,10,0,1,No,48.14,3,No,104
45265,No,44010,35,1,0,No,47.5,2,No,1
45266,No,100026,65,0,1,No,46.92,1,No,3
45267,No,50086,44,3,0,No,129.26,2,Yes,162
45268,No,51906,1,3,0,No,48.44,4,No,177
45269,No,50242,19,0,0,No,145.12,2,Yes,75
45270,No,83992,109,1,2,No,191.01,3,Yes,186
45271,No,98920,101,0,2,No,69.96,2,Yes,191
45272,Yes,45680,54,1,2,No,98.66,1,Yes,80
45273,No,81809,36,0,1,Yes,140.3,3,Yes,4
45274,Yes,70321,62,1,0,No,78.3,1,Yes,20
45275,Yes,49752,71,3,3,No,150.98,2,No,94
45276,No,70268,33,1,4,No,82.27,2,No,194
45277,Yes,38616,32,1,1,No,185.33,3,Yes,103
45278,Yes,59995,6,0,2,Yes,145.67,4,Yes,240
45279,Yes,44972,4,1,4,No,184.18,2,Yes,211
45280,No,58278,95,0,1,No,164.41,1,Yes,85
45281,No,66376,67,1,3,No,165.66,1,No,170
45282,Yes,94896,60,0,0,No,82.46,3,Yes,100
45283,Yes,66063,4,1,2,No,107.94,3,No,177
45284,No,45088,83,0,3,No,99.67,1,Yes,217
45285,No,65329,0,0,3,No,194.26,3,No,176
45286,Yes,23523,71,1,2,No,148.03,1,Yes,7
45287,No,82101,43,2,4,Yes,191.9,3,Yes,167
45288,Yes,48781,4,1,0,No,89.33,1,No,120
45289,Yes,102998,71,1,2,No,33.49,3,Yes,66
45290,No,83282,107,0,2,No,170.4,1,No,102
45291,No,67159,10,1,2,No,92.67,3,No,4
45292,Yes,59048,31,0,4,No,47.37,2,Yes,50
45293,Yes,56401,55,1,4,No,180.79,4,Yes,39
45294,Yes,57719,19,3,2,No,39.16,4,Yes,236
45295,No,64860,56,1,4,No,50.36,1,Yes,113
45296,No,56909,38,1,2,No,90.07,1,No,155
45297,Yes,76116,35,3,1,Yes,182.24,4,No,158
45298,Yes,94384,58,1,4,No,195.09,2,No,174
45299,Yes,67062,101,2,4,No,151.48,3,No,48
45300,No,87112,26,0,2,No,50.95,3,No,4
45301,Yes,38531,37,0,2,No,67.03,5,Yes,203
